"INDENTIFICADOR_INTERNO","CODIGO_GRUPO","NOMBRE_GRUPO","ANO_CONFORMACION","MES_CONFORMACION","CODIGO_CIUDAD","NOMBRE_CIUDAD","CODIGO_DPTO","NOMBRE_DPTO","ENTIDADES_AVALAN","COD_GRAN_AREA_CONOCIMIENTO","NOMBRE_GRAN_AREA_CONOCIMIENTO","COD_AREA_CONOCIMIENTO","NOMBRE_AREA_CONOCIMIENTO","COD_PROGRAMA_COLCIENCIAS","NOMBRE_PROGRAMA_COLCIENCIAS"
8087,"COL0003839","ESCUELA DEL HABITAT-CEHAP",1985,8,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD NACIONAL DE COLOMBIA",6,"HUMANIDADES","6E","OTRAS HUMANIDADES",6,"CIENCIA TECNOLOGIA E INNOVACION EN AMBIENTE BIODIVERSIDAD Y HABITAT"
8089,"COL0008263","GRUPO DE ESTUDIOS ESTETICOS",1987,1,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD NACIONAL DE COLOMBIA",6,"HUMANIDADES","6E","OTRAS HUMANIDADES",7,"CIENCIAS TECNOLOGIAS E INNOVACION DE LAS AREAS SOCIALES Y HUMANAS"
8090,"COL0000523","ANALISIS FUNCIONAL Y APLICACIONES",1999,1,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD EAFIT",1,"CIENCIAS NATURALES","1A","MATEMATICA",5,"CIENCIAS BASICAS"
8091,"COL0013352","LOGICA Y COMPUTACION",1997,2,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD EAFIT",1,"CIENCIAS NATURALES","1B","COMPUTACION Y CIENCIAS DE LA INFORMACION",5,"CIENCIAS BASICAS"
8094,"COL0011527","GRUPO DE OPTICA APLICADA",1993,2,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD EAFIT",1,"CIENCIAS NATURALES","1C","CIENCIAS FISICAS",5,"CIENCIAS BASICAS"
8095,"COL0006803","GEOLOGIA AMBIENTAL E INGENIERIA SISMICA",1989,1,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD EAFIT",1,"CIENCIAS NATURALES","1E","CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES",6,"CIENCIA TECNOLOGIA E INNOVACION EN AMBIENTE BIODIVERSIDAD Y HABITAT"
8096,"COL0000185","AREA DE CIENCIAS DEL MAR UNIVERSIDAD EAFIT",1996,1,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD EAFIT",1,"CIENCIAS NATURALES","1E","CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES",3,"CIENCIA TECNOLOGIA E INNOVACION DEL MAR Y DE LOS RECURSOS HIDROBIOLOGICOS"
8098,"COL0009028","GRUPO DE INVESTIGACION - CENTRO DE IDIOMAS",1997,11,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD EAFIT",5,"CIENCIAS SOCIALES","5C","CIENCIAS DE LA EDUCACION",7,"CIENCIAS TECNOLOGIAS E INNOVACION DE LAS AREAS SOCIALES Y HUMANAS"
8099,"COL0013281","GRUPO  I+D+I  EN TECNOLOGIAS  DE  LA  INFORMACION Y LAS  COMUNICACIONES",1987,1,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD EAFIT",1,"CIENCIAS NATURALES","1B","COMPUTACION Y CIENCIAS DE LA INFORMACION",9,"ELECTRONICA TELECOMUNICACIONES E INFORMATICA"
8100,"COL0004596","ESTUDIOS CULTURALES",1998,8,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD EAFIT",6,"HUMANIDADES","6E","OTRAS HUMANIDADES",7,"CIENCIAS TECNOLOGIAS E INNOVACION DE LAS AREAS SOCIALES Y HUMANAS"
8101,"COL0016139","SIMULACION DE COMPORTAMIENTOS DE SISTEMAS (SICOSIS)",1988,1,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",1,"CIENCIAS NATURALES","1B","COMPUTACION Y CIENCIAS DE LA INFORMACION",9,"ELECTRONICA TELECOMUNICACIONES E INFORMATICA"
8102,"COL0010789","GRUPO DE OPTICA Y FOTONICA",1972,4,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",1,"CIENCIAS NATURALES","1C","CIENCIAS FISICAS",5,"CIENCIAS BASICAS"
8103,"COL0015043","PRODUCTOS NATURALES MARINOS",1998,6,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",1,"CIENCIAS NATURALES","1D","CIENCIAS QUIMICAS",3,"CIENCIA TECNOLOGIA E INNOVACION DEL MAR Y DE LOS RECURSOS HIDROBIOLOGICOS"
8104,"COL0007874","GRUPO DE COLOIDES",1999,11,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",1,"CIENCIAS NATURALES","1D","CIENCIAS QUIMICAS",5,"CIENCIAS BASICAS"
8105,"COL0002401","CIENCIA DE LOS MATERIALES",1998,1,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",1,"CIENCIAS NATURALES","1D","CIENCIAS QUIMICAS",5,"CIENCIAS BASICAS"
8106,"COL0009832","GRUPO DE INVESTIGACION EN GESTION Y MODELACION AMBIENTAL (GAIA)",1993,4,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",1,"CIENCIAS NATURALES","1E","CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES",6,"CIENCIA TECNOLOGIA E INNOVACION EN AMBIENTE BIODIVERSIDAD Y HABITAT"
8107,"COL0006723","GENETICA MOLECULAR GENMOL",1995,7,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",1,"CIENCIAS NATURALES","1F","CIENCIAS BIOLOGICAS",2,"CIENCIA TECNOLOGIA E INNOVACION EN SALUD"
8108,"COL0010682","ECOLOGIA MICROBIANA Y BIOPROSPECCION",1984,1,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",1,"CIENCIAS NATURALES","1F","CIENCIAS BIOLOGICAS",6,"CIENCIA TECNOLOGIA E INNOVACION EN AMBIENTE BIODIVERSIDAD Y HABITAT"
8109,"COL0010359","GRUPO DE INVESTIGACION EN SUSTANCIAS BIOACTIVAS -GISB-",1994,11,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",1,"CIENCIAS NATURALES","1D","CIENCIAS QUIMICAS",2,"CIENCIA TECNOLOGIA E INNOVACION EN SALUD"
8110,"COL0004362","EPIDEMIOLOGIA",1992,2,1,"Medell¡n",5,"Antioquia","UNIVERSIDAD DE ANTIOQUIA - UDEA",3,"CIENCIAS MEDICAS Y DE LA SALUD","3C","CIENCIAS DE LA SALUD",2,"CIENCIA TECNOLOGIA E INNOVACION EN SALUD"
